XMDUENT,XMDUSITE,XMDUDOCNO,XMDUSEQ,XMDU002,XMDU008,XMDU011
3,JINPAO,JP2101-20161223773,7.0,8021103287900000,PC,100.0
3,JINPAO,JP2101-20161223773,8.0,8021103288000000,PC,260.0
3,JINPAO,JP2101-20161223773,9.0,8021103288300000,PC,30.0
3,JINPAO,JP2101-20161223773,10.0,8021103288400000,PC,268.18
3,JINPAO,JP2101-20161223773,11.0,8021105302000000,PC,190.0
3,JINPAO,JP2101-20161223773,12.0,8021105305400000,PC,175.0
3,JINPAO,JP2101-20161224239,1.0,8021103184400000,PC,4.53
3,JINPAO,JP2101-20161223774,2.0,8021103152400000,PC,650.0
3,JINPAO,JP2101-20161223774,3.0,8021103160800000,PC,2226.01
3,JINPAO,JP2101-20161223774,4.0,8021103159300000,PC,300.31
3,JINPAO,JP2101-20161223774,5.0,8021105303900000,PC,867.53
3,JINPAO,JP2101-20161224239,2.0,8021103185200000,PC,4.84
3,JINPAO,JP2101-20161223775,2.0,8021105303500000,PC,18.01
3,JINPAO,JP2101-20161223775,3.0,8021105305900000,PC,61.75
3,JINPAO,JP2101-20161223775,4.0,8021103289800000,PC,181.73
3,JINPAO,JP2101-20161223775,5.0,8021103305100000,PC,2575.0
3,JINPAO,JP2101-20161224018,3.0,8021103379700000,PC,200.0
3,JINPAO,JP2101-20161224018,4.0,8021103383000000,PC,200.0
3,JINPAO,JP2101-20161224018,5.0,8021103382500000,PC,182.0
3,JINPAO,JP2101-20161224018,6.0,8021103381500000,PC,180.0
3,JINPAO,JP2101-20161224018,7.0,8021103370300000,PC,196.0
3,JINPAO,JP2101-20161224018,8.0,8021103370400000,PC,196.0
3,JINPAO,JP2101-20161224018,9.0,8021103381200000,PC,259.0
3,JINPAO,JP2101-20161223867,16.0,8021103392200000,PC,15405.0
3,JINPAO,JP2101-20161224013,9.0,8021103369900000,PC,521.0
3,JINPAO,JP2101-20161224013,10.0,8021103370100000,PC,358.0
3,JINPAO,JP2101-20161224014,1.0,8021103380000000,PC,242.0
3,JINPAO,JP2101-20161224014,2.0,8021103382900000,PC,524.0
3,JINPAO,JP2101-20161224014,3.0,8021103394300000,PC,1242.0
3,JINPAO,JP2101-20161224014,4.0,8021103381800000,PC,380.0
3,JINPAO,JP2101-20161224014,5.0,8021103382800000,PC,350.0
3,JINPAO,JP2101-20161224014,6.0,8021103371200000,PC,320.0
3,JINPAO,JP2101-20161224014,7.0,8021103371300000,PC,335.0
3,JINPAO,JP2101-20161224014,8.0,8021103381000000,PC,330.0
3,JINPAO,JP2101-20161224014,9.0,8021103381100000,PC,325.0
3,JINPAO,JP2101-20161224014,10.0,8021103388900000,PC,322.0
3,JINPAO,JP2101-20161224015,1.0,8021103384100000,PC,320.0
3,JINPAO,JP2101-20161224016,1.0,8021103385000000,PC,600.0
3,JINPAO,JP2101-20161223867,17.0,8021103365500000,PC,14500.0
3,JINPAO,JP2101-20161224018,10.0,8021103364200000,PC,1005.0
3,JINPAO,JP2101-20161224019,1.0,8021103389200000,PC,1150.0
3,JINPAO,JP2101-20161224019,2.0,8021103387700000,PC,1150.0
3,JINPAO,JP2101-20161224019,3.0,8021103383400000,PC,1110.0
3,JINPAO,JP2101-20161224019,4.0,8021103388200000,PC,1008.0
3,JINPAO,JP2101-20161224019,5.0,8021103386000000,PC,1005.0
3,JINPAO,JP2101-20161224019,6.0,8021103388800000,PC,992.0
3,JINPAO,JP2101-20161224019,7.0,8021103386700000,PC,950.0
3,JINPAO,JP2101-20161224019,8.0,8021103389100000,PC,910.0
3,JINPAO,JP2101-20161224019,9.0,8021103368700000,PC,854.0
3,JINPAO,JP2101-20161224019,10.0,8021103386900000,PC,815.0
3,JINPAO,JP2101-20161224020,1.0,8021103387100000,PC,815.0
3,JINPAO,JP2101-20161224020,2.0,8021103386800000,PC,815.0
3,JINPAO,JP2101-20161224020,3.0,8021103387200000,PC,815.0
3,JINPAO,JP2101-20161223867,18.0,8021103365300000,PC,8354.0
3,JINPAO,JP2101-20161223867,19.0,8021103368500000,PC,7665.0
3,JINPAO,JP2101-20161223867,20.0,8021103370600000,PC,7500.0
3,JINPAO,JP2101-20161223867,21.0,8021103391900000,PC,7714.0
3,JINPAO,JP2101-20161223867,22.0,8021103380100000,PC,200.0
3,JINPAO,JP2101-20161223867,23.0,8021103368600000,PC,6400.0
3,JINPAO,JP2101-20161223867,24.0,8021103387900000,PC,6975.0
3,JINPAO,JP2101-20161224013,1.0,8021103382400000,PC,380.0
3,JINPAO,JP2101-20161224013,2.0,8021103379900000,PC,415.0
3,JINPAO,JP2101-20161224013,3.0,8021103381900000,PC,435.0
3,JINPAO,JP2101-20161224013,4.0,8021103372800000,PC,320.0
3,JINPAO,JP2101-20161224013,5.0,8021103370200000,PC,320.0
3,JINPAO,JP2101-20161224013,6.0,8021103369600000,PC,380.0
3,JINPAO,JP2101-20161224013,7.0,8021103369700000,PC,380.0
3,JINPAO,JP2101-20161224013,8.0,8021103369800000,PC,521.0
3,JINPAO,JP2101-20161223868,1.0,8021103278700000,PC,600.0
3,JINPAO,JP2101-20161224020,4.0,8021103385400000,PC,298.0
3,JINPAO,JP2101-20161224020,5.0,8021103366400000,PC,812.0
3,JINPAO,JP2101-20161224020,6.0,8021103389700000,PC,800.0
3,JINPAO,JP2101-20161224020,7.0,8021103389600000,PC,800.0
3,JINPAO,JP2101-20161224020,8.0,8021103387000000,PC,795.0
3,JINPAO,JP2101-20161224020,9.0,8021103387300000,PC,795.0
3,JINPAO,JP2101-20161224020,10.0,8021103364100000,PC,855.0
3,JINPAO,JP2101-20161224021,1.0,8021103367200000,PC,1005.0
3,JINPAO,JP2101-20161224021,2.0,8021103386100000,PC,1005.0
3,JINPAO,JP2101-20161224021,3.0,8021103388000000,PC,595.0
3,JINPAO,JP2101-20161224021,4.0,8021103384400000,PC,697.0
3,JINPAO,JP2101-20161224021,5.0,8021103386500000,PC,680.0
3,JINPAO,JP2101-20161224021,6.0,8021103388400000,PC,680.0
3,JINPAO,JP2101-20161223868,2.0,8021103233300000,PC,0.0
3,JINPAO,JP2101-20161224016,2.0,8021103382600000,PC,300.0
3,JINPAO,JP2101-20161224016,3.0,8021103382000000,PC,280.0
3,JINPAO,JP2101-20161224016,4.0,8021103370500000,PC,298.0
3,JINPAO,JP2101-20161224016,5.0,8021103394400000,PC,786.0
3,JINPAO,JP2101-20161224016,6.0,8021103394500000,PC,786.0
3,JINPAO,JP2101-20161224016,7.0,8021103376700000,PC,295.0
3,JINPAO,JP2101-20161224016,8.0,8021103384500000,PC,697.0
3,JINPAO,JP2101-20161224016,9.0,8021103382100000,PC,280.0
3,JINPAO,JP2101-20161224016,10.0,8021103378100000,PC,275.0
3,JINPAO,JP2101-20161224017,1.0,8021103384000000,PC,270.0
3,JINPAO,JP2101-20161224017,2.0,8021103382300000,PC,265.0
3,JINPAO,JP2101-20161224017,3.0,8021103380300000,PC,245.0
3,JINPAO,JP2101-20161224017,4.0,8021103366700000,PC,2680.0
3,JINPAO,JP2101-20161224017,5.0,8021103382700000,PC,240.0
3,JINPAO,JP2101-20161223868,3.0,8021103279800000,PC,0.0
3,JINPAO,JP2101-20161223868,4.0,8021103279700000,PC,0.0
3,JINPAO,JP2101-20161223813,11.0,8021103332800001,PC,0.0
3,JINPAO,JP2101-20161223868,6.0,8021103278500000,PC,100.0
3,JINPAO,JP2101-20161223868,7.0,8021103279500000,PC,0.0
3,JINPAO,JP2101-20161223868,8.0,8021103233400000,PC,0.0
3,JINPAO,JP2101-20161223868,9.0,8021103233200000,PC,0.0
3,JINPAO,JP2101-20161223868,10.0,8021103233100000,PC,0.0
3,JINPAO,JP2101-20161223869,14.0,8021103330200000,PC,0.0
3,JINPAO,JP2101-20161223869,15.0,8021103339700000,PC,353.0
3,JINPAO,JP2101-20161223869,16.0,8021103339800000,PC,334.0
3,JINPAO,JP2101-20161223869,17.0,8021103328200000,PC,290.0
3,JINPAO,JP2101-20161223869,18.0,8021103339900000,PC,285.0
3,JINPAO,JP2101-20161223869,19.0,8021103328000000,PC,0.0
3,JINPAO,JP2101-20161224022,9.0,8021103395000000,PC,679.0
3,JINPAO,JP2101-20161223871,8.0,8021103369200000,PC,2190.0
3,JINPAO,JP2101-20161223871,9.0,8021103366200000,PC,2110.0
3,JINPAO,JP2101-20161223871,10.0,8021103370800000,PC,2000.0
3,JINPAO,JP2101-20161223871,11.0,8021103390200000,PC,1955.0
3,JINPAO,JP2101-20161223871,12.0,8021103389400000,PC,1900.0
3,JINPAO,JP2101-20161223871,13.0,8021103369400000,PC,1900.0
3,JINPAO,JP2101-20161223871,14.0,8021103372700000,PC,1840.0
3,JINPAO,JP2101-20161223871,15.0,8021103389000000,PC,1600.0
3,JINPAO,JP2101-20161223871,16.0,8021103390000000,PC,1600.0
3,JINPAO,JP2101-20161223871,17.0,8021103371400000,PC,1504.0
3,JINPAO,JP2101-20161223871,18.0,8021103366000000,PC,1450.0
3,JINPAO,JP2101-20161223871,19.0,8021103382200000,PC,1430.0
3,JINPAO,JP2101-20161223871,20.0,8021103370900000,PC,1430.0
3,JINPAO,JP2101-20161223871,21.0,8021103390100000,PC,1332.0
3,JINPAO,JP2101-20161224022,10.0,8021103394900000,PC,1524.0
3,JINPAO,JP2101-20161223869,20.0,8021103340600000,PC,0.0
3,JINPAO,JP2101-20161223869,21.0,8021103340500000,PC,121.0
3,JINPAO,JP2101-20161223869,22.0,8021103328100000,PC,0.0
3,JINPAO,JP2101-20161223869,23.0,8021103328500000,PC,0.0
3,JINPAO,JP2101-20161223870,1.0,8021103384300000,PC,476.0
3,JINPAO,JP2101-20161223870,2.0,8021103364900000,PC,4841.0
3,JINPAO,JP2101-20161223870,3.0,8021103385300000,PC,4700.0
3,JINPAO,JP2101-20161223870,4.0,8021103371800000,PC,4700.0
3,JINPAO,JP2101-20161223870,5.0,8021103369500000,PC,4500.0
3,JINPAO,JP2101-20161223870,6.0,8021103368400000,PC,4490.0
3,JINPAO,JP2101-20161223870,7.0,8021103389900000,PC,2110.0
3,JINPAO,JP2101-20161223870,8.0,8021103368000000,PC,4090.0
3,JINPAO,JP2101-20161223870,9.0,8021103368100000,PC,4090.0
3,JINPAO,JP2101-20161224023,1.0,8021103366500000,PC,812.0
3,JINPAO,JP2101-20161223870,10.0,8021103364500000,PC,4000.0
3,JINPAO,JP2101-20161223870,11.0,8021103364600000,PC,4000.0
3,JINPAO,JP2101-20161223870,12.0,8021103369100000,PC,3920.0
3,JINPAO,JP2101-20161223870,13.0,8021103370700000,PC,3865.0
3,JINPAO,JP2101-20161223870,14.0,8021103365000000,PC,3825.0
3,JINPAO,JP2101-20161223870,15.0,8021103365100000,PC,3650.0
3,JINPAO,JP2101-20161223870,16.0,8021103391500000,PC,3400.0
3,JINPAO,JP2101-20161223870,17.0,8021103391300000,PC,3352.0
3,JINPAO,JP2101-20161223870,18.0,8021103391400000,PC,3352.0
3,JINPAO,JP2101-20161223870,19.0,8021103369000000,PC,3242.0
3,JINPAO,JP2101-20161223870,20.0,8021103368200000,PC,3100.0
3,JINPAO,JP2101-20161223870,21.0,8021103368300000,PC,3100.0
3,JINPAO,JP2101-20161223870,22.0,8021103366900000,PC,2400.0
3,JINPAO,JP2101-20161224023,2.0,8021103394800000,PC,536.0
3,JINPAO,JP2101-20161223870,23.0,8021103371000000,PC,3085.0
3,JINPAO,JP2101-20161223870,24.0,8021103372600000,PC,3000.0
3,JINPAO,JP2101-20161223870,25.0,8021103367300000,PC,2300.0
3,JINPAO,JP2101-20161223870,26.0,8021103390500000,PC,1900.0
3,JINPAO,JP2101-20161223870,27.0,8021103366600000,PC,2680.0
3,JINPAO,JP2101-20161223870,28.0,8021103391100000,PC,2648.0
3,JINPAO,JP2101-20161223871,1.0,8021103391200000,PC,2648.0
3,JINPAO,JP2101-20161223871,2.0,8021103368900000,PC,2688.0
3,JINPAO,JP2101-20161223871,3.0,8021103387500000,PC,6230.0
3,JINPAO,JP2101-20161223871,4.0,8021103390900000,PC,2383.0
3,JINPAO,JP2101-20161223871,5.0,8021103384200000,PC,2300.0
3,JINPAO,JP2101-20161223871,6.0,8021103364300000,PC,2295.0
3,JINPAO,JP2101-20161223871,7.0,8021103364400000,PC,2295.0
3,JINPAO,JP2101-20161224023,3.0,8021103379500000,PC,500.0
3,JINPAO,JP2101-20161223871,22.0,8021103386200000,PC,1305.0
3,JINPAO,JP2101-20161223871,23.0,8021103388300000,PC,1300.0
3,JINPAO,JP2101-20161223871,24.0,8021103389800000,PC,1200.0
3,JINPAO,JP2101-20161224214,8.0,8021107404000001,PC,0.0
3,JINPAO,JP2101-20161224086,1.0,8021103019500001,PC,374.0
3,JINPAO,JP2101-20161223986,5.0,8021103204400000,PC,23.21
3,JINPAO,JP2101-20161223874,1.0,8021103203900000,PC,16.54
3,JINPAO,JP2101-20161223874,2.0,8021103204000000,PC,12.74
3,JINPAO,JP2101-20161223874,3.0,8021103204100000,PC,14.27
3,JINPAO,JP2101-20161223874,4.0,8021103204300000,PC,20.08
3,JINPAO,JP2101-20161223874,5.0,8021103294000001,PC,22.85
3,JINPAO,JP2101-20161223874,6.0,8021103294500001,PC,11.63
3,JINPAO,JP2101-20161223699,3.0,8021108302600000,PC,105.39
3,JINPAO,JP2101-20161223699,4.0,8021108302800000,PC,46.98
3,JINPAO,JP2101-20161224023,4.0,8021103381400000,PC,500.0
3,JINPAO,JP2101-20161224023,5.0,8021103366100000,PC,495.0
3,JINPAO,JP2101-20161224023,6.0,8021103367400000,PC,3005.0
3,JINPAO,JP2101-20161224023,7.0,8021103395100000,PC,584.0
3,JINPAO,JP2101-20161224023,8.0,8021103367600000,PC,650.0
3,JINPAO,JP2101-20161224023,9.0,8021103383700000,PC,450.0
3,JINPAO,JP2101-20161224024,1.0,8021103377300000,PC,105.0
3,JINPAO,JP2101-20161224024,2.0,8021103378700000,PC,104.0
3,JINPAO,JP2101-20161224024,3.0,8021103377200000,PC,104.0
3,JINPAO,JP2101-20161224024,4.0,8021103378300000,PC,100.0
3,JINPAO,JP2101-20161224024,5.0,8021103393800000,PC,100.0
3,JINPAO,JP2101-20161224024,6.0,8021103377600000,PC,100.0
3,JINPAO,JP2101-20161224024,7.0,8021103377500000,PC,100.0
3,JINPAO,JP2101-20161224024,8.0,8021103394600000,PC,188.0
3,JINPAO,JP2101-20161224024,9.0,8021103375100000,PC,96.0
3,JINPAO,JP2101-20161224024,10.0,8021103375600000,PC,90.0
3,JINPAO,JP2101-20161223869,1.0,8021103338900000,PC,0.0
3,JINPAO,JP2101-20161223869,2.0,8021103339600000,PC,0.0
3,JINPAO,JP2101-20161223869,3.0,8021103333900000,PC,125.0
3,JINPAO,JP2101-20161223869,4.0,8021103329200000,PC,0.0
3,JINPAO,JP2101-20161223869,5.0,8021103340100000,PC,83.0
3,JINPAO,JP2101-20161223869,6.0,8021103329000000,PC,71.0
3,JINPAO,JP2101-20161223869,7.0,8021103340200000,PC,59.0
3,JINPAO,JP2101-20161223869,8.0,8021103340000000,PC,53.0
3,JINPAO,JP2101-20161223869,9.0,8021103340300000,PC,45.0
3,JINPAO,JP2101-20161223869,10.0,8021103340400000,PC,45.0
3,JINPAO,JP2101-20161223869,11.0,8021103333800000,PC,412.0
3,JINPAO,JP2101-20161223869,12.0,8021103328700000,PC,392.0
3,JINPAO,JP2101-20161223869,13.0,8021103328300000,PC,386.0
3,JINPAO,JP2101-20161224025,1.0,8021103376100000,PC,85.0
3,JINPAO,JP2101-20161224025,2.0,8021103374800000,PC,126.0
3,JINPAO,JP2101-20161223833,5.0,8021103123700000,KG,0.0
3,JINPAO,JP2101-20161223833,6.0,8021103122100000,KG,0.0
3,JINPAO,JP2101-20161223833,7.0,8021103118200000,PC,0.0
3,JINPAO,JP2101-20161223833,8.0,8021103125900000,PC,0.0
3,JINPAO,JP2101-20161223833,9.0,8021103124900000,PC,0.0
3,JINPAO,JP2101-20161223833,10.0,8021103125000000,PC,0.0
3,JINPAO,JP2101-20161223849,1.0,8021103088800000,PC,0.0
3,JINPAO,JP2101-20161223849,2.0,8021103077900000,PC,0.0
3,JINPAO,JP2101-20161223850,1.0,8021103354600000,PC,0.0
3,JINPAO,JP2101-20161223988,10.0,8021103355200000,PC,0.0
3,JINPAO,JP2101-20161223989,1.0,8021103363900000,PC,0.0
3,JINPAO,JP2101-20161223989,2.0,8021103350100000,PC,0.0
3,JINPAO,JP2101-20161223990,1.0,8021103285400000,PC,0.0
3,JINPAO,JP2101-20161223991,1.0,8021103355800000,PC,0.0
3,JINPAO,JP2101-20161223991,2.0,8021103353600000,PC,0.0
3,JINPAO,JP2101-20161223991,3.0,8021103347800000,PC,0.0
3,JINPAO,JP2101-20161223991,4.0,8021103344000000,PC,0.0
3,JINPAO,JP2101-20161223991,5.0,8021103346000000,PC,0.0
3,JINPAO,JP2101-20161223991,6.0,8021103345400000,PC,0.0
3,JINPAO,JP2101-20161223991,7.0,8021103347400000,PC,0.0
3,JINPAO,JP2101-20161223991,8.0,8021103343300000,PC,0.0
3,JINPAO,JP2101-20161223991,9.0,8021103363600000,PC,0.0
3,JINPAO,JP2101-20161223991,10.0,8021103351900000,PC,0.0
3,JINPAO,JP2101-20161223992,1.0,8021103354100000,PC,0.0
3,JINPAO,JP2101-20161223901,1.0,8021103293500000,PC,17.97
3,JINPAO,JP2101-20161223901,2.0,8021103292800000,PC,22.22
3,JINPAO,JP2101-20161223901,3.0,8021103293700000,PC,19.46
3,JINPAO,JP2101-20161223901,4.0,8021103293800000,PC,17.94
3,JINPAO,JP2101-20161224087,1.0,8021103202600001,PC,84.2
3,JINPAO,JP2101-20161223901,6.0,8021103292600000,PC,13.28
3,JINPAO,JP2101-20161223901,7.0,8021103292700000,PC,12.7
3,JINPAO,JP2101-20161222002,1.0,8021105300100001,PC,489.71
3,JINPAO,JP2101-20161223901,9.0,8021103293600000,PC,16.26
3,JINPAO,JP2101-20161223901,10.0,8021103293400000,PC,16.22
3,JINPAO,JP2101-20161223901,11.0,8021103292900000,PC,15.64
3,JINPAO,JP2101-20161223902,1.0,8021103158700000,PC,73.07
3,JINPAO,JP2101-20161223902,2.0,8021103168700000,PC,73.0
3,JINPAO,JP2101-20161223902,3.0,8021103164600000,PC,72.0
3,JINPAO,JP2101-20161223902,4.0,8021103169800000,PC,66.98
3,JINPAO,JP2101-20161223902,5.0,8021103154300000,PC,65.98
3,JINPAO,JP2101-20161223902,6.0,8021103164700000,PC,65.0
3,JINPAO,JP2101-20161223902,7.0,8021103169700000,PC,63.0
3,JINPAO,JP2101-20161223902,8.0,8021103147800000,PC,40.99
3,JINPAO,JP2101-20161223902,9.0,8021103164100000,PC,61.01
3,JINPAO,JP2101-20161223902,10.0,8021103165000000,PC,60.0
3,JINPAO,JP2101-20161223903,1.0,8021103156000000,PC,60.0
3,JINPAO,JP2101-20161223903,2.0,8021103164300000,PC,56.74
3,JINPAO,JP2101-20161223903,3.0,8021103156200000,PC,59.0
3,JINPAO,JP2101-20161223903,4.0,8021103156300000,PC,59.0
3,JINPAO,JP2101-20161223903,5.0,8021103160900000,PC,58.3
3,JINPAO,JP2101-20161223903,6.0,8021103153400000,PC,58.3
3,JINPAO,JP2101-20161224214,11.0,8021103210100001,PC,0.0
3,JINPAO,JP2101-20161223852,1.0,8021103090400000,PC,7.7
3,JINPAO,JP2101-20161223852,2.0,8021103119600000,KG,7.6
3,JINPAO,JP2101-20161223992,2.0,8021103343700000,PC,0.0
3,JINPAO,JP2101-20161223852,3.0,8021103112000000,PC,7.38
3,JINPAO,JP2101-20161223852,4.0,8021103093700000,KG,7.15
3,JINPAO,JP2101-20161223852,5.0,8021103077800000,PC,7.08
3,JINPAO,JP2101-20161223852,6.0,8021103280600000,PC,67.01
3,JINPAO,JP2101-20161223852,7.0,8021103105700000,KG,6.65
3,JINPAO,JP2101-20161223852,8.0,8021103101500000,KG,6.64
3,JINPAO,JP2101-20161223852,9.0,8021103093300000,PC,6.15
3,JINPAO,JP2101-20161223852,10.0,8021103280700000,PC,6.15
3,JINPAO,JP2101-20161223853,1.0,8021103130100000,PC,543.68
3,JINPAO,JP2101-20161223853,2.0,8021103130900000,PC,53.27
3,JINPAO,JP2101-20161223853,3.0,8021103123400000,PC,50.74
3,JINPAO,JP2101-20161223853,4.0,8021103091100000,KG,5.95
3,JINPAO,JP2101-20161223853,5.0,8021103101400000,PC,5.7
3,JINPAO,JP2101-20161223992,3.0,8021103354000000,PC,0.0
3,JINPAO,JP2101-20161223992,4.0,8021103341800000,PC,0.0
3,JINPAO,JP2101-20161223992,5.0,8021103353900000,PC,0.0
3,JINPAO,JP2101-20161223992,6.0,8021103350700000,PC,0.0
3,JINPAO,JP2101-20161223992,7.0,8021103347600000,PC,0.0
3,JINPAO,JP2101-20161223992,8.0,8021103346600000,PC,0.0
3,JINPAO,JP2101-20161223992,9.0,8021103351400000,PC,0.0
3,JINPAO,JP2101-20161223992,10.0,8021103346500000,PC,0.0
3,JINPAO,JP2101-20161223993,1.0,8021103341700000,PC,0.0
3,JINPAO,JP2101-20161223993,2.0,8021103356000000,PC,0.0
3,JINPAO,JP2101-20161223994,1.0,8021103089600000,PC,0.0
3,JINPAO,JP2101-20161223995,1.0,8021103343000000,PC,0.0
3,JINPAO,JP2101-20161223995,2.0,8021103345800000,PC,0.0
3,JINPAO,JP2101-20161223995,3.0,8021103354500000,PC,0.0
3,JINPAO,JP2101-20161223995,4.0,8021103346800000,PC,0.0
3,JINPAO,JP2101-20161223853,6.0,8021103093400000,PC,5.4
3,JINPAO,JP2101-20161223975,1.0,8021103164200000,PC,59.72
3,JINPAO,JP2101-20161223975,2.0,8021103168000000,PC,118.98
3,JINPAO,JP2101-20161223975,3.0,8021103170100000,PC,52.0
3,JINPAO,JP2101-20161223975,4.0,8021103153500000,PC,48.93
3,JINPAO,JP2101-20161223975,5.0,8021103196800000,PC,32.48
3,JINPAO,JP2101-20161222002,3.0,8021107303300000,PC,298.35
3,JINPAO,JP2101-20161223975,7.0,8021103161000000,PC,48.13
3,JINPAO,JP2101-20161223975,8.0,8021103170000000,PC,47.51
3,JINPAO,JP2101-20161223975,9.0,8021103195200000,PC,46.0
3,JINPAO,JP2101-20161223975,10.0,8021103170300000,PC,43.13
3,JINPAO,JP2101-20161223976,1.0,8021103292300000,PC,46.0
3,JINPAO,JP2101-20161223977,1.0,8021103158500000,PC,42.42
3,JINPAO,JP2101-20161223977,2.0,8021103159100000,PC,41.97
3,JINPAO,JP2101-20161223977,3.0,8021103161700000,PC,41.44
3,JINPAO,JP2101-20161223995,5.0,8021103350500000,PC,0.0
3,JINPAO,JP2101-20161223995,6.0,8021103351100000,PC,0.0
3,JINPAO,JP2101-20161223995,7.0,8021103344100000,PC,0.0
3,JINPAO,JP2101-20161223995,8.0,8021103342800000,PC,0.0
3,JINPAO,JP2101-20161223995,9.0,8021103356100000,PC,0.0
3,JINPAO,JP2101-20161223995,10.0,8021103343200000,PC,0.0
3,JINPAO,JP2101-20161223996,2.0,8021103030000000,PC,23.4
3,JINPAO,JP2101-20161223996,3.0,8021103031500000,PC,20.6
3,JINPAO,JP2101-20161223996,4.0,8021103027800000,PC,10.0
3,JINPAO,JP2101-20161223996,5.0,8021103027900000,PC,10.0
3,JINPAO,JP2101-20161223996,6.0,8021103033500000,PC,27.6
3,JINPAO,JP2101-20161223996,7.0,8021103050000000,PC,18.0
3,JINPAO,JP2101-20161223996,8.0,8021103049900000,PC,19.49
3,JINPAO,JP2101-20161223996,9.0,8021103052900000,PC,7.0
3,JINPAO,JP2101-20161223996,10.0,8021103052800000,PC,10.0
3,JINPAO,JP2101-20161223977,4.0,8021103147700000,PC,354.52
3,JINPAO,JP2101-20161223996,11.0,8021103026600000,PC,11.0
3,JINPAO,JP2101-20161223996,12.0,8021103049700000,PC,7.4
3,JINPAO,JP2101-20161223996,13.0,8021103049600000,PC,10.6
3,JINPAO,JP2101-20161223996,14.0,8021103031000000,PC,18.0
3,JINPAO,JP2101-20161223996,15.0,8021103025600000,PC,3.64
3,JINPAO,JP2101-20161223996,16.0,8021103025700000,PC,3.64
3,JINPAO,JP2101-20161223996,17.0,8021103027400000,PC,5.32
3,JINPAO,JP2101-20161223996,18.0,8021103030200000,PC,10.2
3,JINPAO,JP2101-20161223996,19.0,8021103026700000,PC,7.2
3,JINPAO,JP2101-20161223996,20.0,8021103027500000,PC,15.0
3,JINPAO,JP2101-20161223997,1.0,8021103033400000,PC,17.9
3,JINPAO,JP2101-20161223997,2.0,8021103049000000,PC,26.0
3,JINPAO,JP2101-20161223997,3.0,8021103028200000,PC,10.6
3,JINPAO,JP2101-20161223997,4.0,8021103048900000,PC,22.0
3,JINPAO,JP2101-20161223977,5.0,8021103159600000,PC,39.84
3,JINPAO,JP2101-20161223977,6.0,8021103163200000,PC,39.7
3,JINPAO,JP2101-20161223977,7.0,8021103168300000,PC,38.33
3,JINPAO,JP2101-20161223977,8.0,8021103169900000,PC,38.0
3,JINPAO,JP2101-20161223977,9.0,8021103164900000,PC,36.16
3,JINPAO,JP2101-20161223977,10.0,8021103195400000,PC,36.0
3,JINPAO,JP2101-20161223977,11.0,8021103156500000,PC,106.0
3,JINPAO,JP2101-20161223978,1.0,8021103070600000,PC,1.49
3,JINPAO,JP2101-20161223979,1.0,8021103073000000,PC,2.86
3,JINPAO,JP2101-20161223866,1.0,8021103125600000,PC,0.0
3,JINPAO,JP2101-20161223866,2.0,8021103124600000,PC,0.0
3,JINPAO,JP2101-20161224011,1.0,8021103370000000,PC,122.0
3,JINPAO,JP2101-20161224011,2.0,8021103379200000,PC,145.0
3,JINPAO,JP2101-20161224011,3.0,8021103379300000,PC,145.0
3,JINPAO,JP2101-20161224011,4.0,8021103379400000,PC,145.0
3,JINPAO,JP2101-20161223997,5.0,8021103030500000,PC,23.3
3,JINPAO,JP2101-20161223997,6.0,8021103048400000,PC,8.6
3,JINPAO,JP2101-20161223997,7.0,8021103030700000,PC,23.0
3,JINPAO,JP2101-20161223998,1.0,8021103348600000,PC,0.0
3,JINPAO,JP2101-20161223998,2.0,8021103350900000,PC,0.0
3,JINPAO,JP2101-20161223998,3.0,8021103351600000,PC,0.0
3,JINPAO,JP2101-20161223998,4.0,8021103348800000,PC,0.0
3,JINPAO,JP2101-20161223998,5.0,8021103349400000,PC,0.0
3,JINPAO,JP2101-20161223998,6.0,8021103349500000,PC,0.0
3,JINPAO,JP2101-20161223998,7.0,8021103349600000,PC,0.0
3,JINPAO,JP2101-20161223998,8.0,8021103350800000,PC,0.0
3,JINPAO,JP2101-20161223998,9.0,8021103346700000,PC,0.0
3,JINPAO,JP2101-20161223998,10.0,8021103090600000,PC,0.0
3,JINPAO,JP2101-20161223999,1.0,8021103302300000,PC,16.0
3,JINPAO,JP2101-20161223999,2.0,8021103295300000,PC,23.0
3,JINPAO,JP2101-20161223999,3.0,8021103295400000,PC,25.0
3,JINPAO,JP2101-20161223999,4.0,8021103295500000,PC,25.0
3,JINPAO,JP2101-20161223999,5.0,8021103295600000,PC,25.0
3,JINPAO,JP2101-20161223999,6.0,8021103295700000,PC,23.0
3,JINPAO,JP2101-20161223999,7.0,8021103295800000,PC,23.0
3,JINPAO,JP2101-20161223999,8.0,8021103295900000,PC,23.0
3,JINPAO,JP2101-20161223999,9.0,8021103296000000,PC,23.0
3,JINPAO,JP2101-20161223999,10.0,8021103296100000,PC,23.0
3,JINPAO,JP2101-20161223999,11.0,8021103296200000,PC,23.0
3,JINPAO,JP2101-20161223999,12.0,8021103296300000,PC,23.0
3,JINPAO,JP2101-20161223999,13.0,8021103296400000,PC,23.0
3,JINPAO,JP2101-20161223999,14.0,8021103296500000,PC,23.0
3,JINPAO,JP2101-20161223999,15.0,8021103296600000,PC,23.0
